TMTID(VTM),FSN,CHANGEDATE
709352,bentonite magma suspension (VTM),20140118
821886,benzalkonium chloride (VTM),20140705
351219,benzalkonium chloride + benzocaine + tyrothricin (VTM),20130805
756602,benzalkonium chloride + cetrimide (VTM),20140407
662845,benzalkonium chloride + dexamethasone (VTM),20131102
335056,benzalkonium chloride + diiodohydroxyquinoline + nystatin (VTM),20130805
735658,benzalkonium chloride + ethyl alcohol (VTM),20140214
946939,benzalkonium chloride + glycerol + lidocaine (VTM),20150601
1006566,benzalkonium chloride + glycerol + lidocaine hydrochloride (VTM),20170329
961631,benzalkonium chloride + lidocaine hydrochloride (VTM),20151018
662775,benzalkonium chloride + loteprednol (VTM),20131102
821736,benzalkonium chloride + menthol (VTM),20140705
660816,benzathine benzylpenicillin (VTM),20131102
803819,benzatropine mesilate (VTM),20140602
260089,benzbromarone (VTM),20130805
351288,benzethonium chloride + benzocaine + tyrothricin (VTM),20130805
754796,benzethonium chloride + tyrothricin (VTM),20140407
487588,benzocaine (VTM),20130830
499937,benzocaine + diphenhydramine hydrochloride (VTM),20130830
1154517,benzocaine + hydrocortisone acetate + zinc oxide (VTM),20200801
842294,benzocaine + tetracaine hydrochloride (VTM),20140817
269233,benzocaine + tyrothricin (VTM),20130805
705631,benzoic acid + salicylic acid (VTM),20140118
728451,benzoic acid + salicylic acid + zinc oxide (VTM),20140118
971225,benzoin (VTM),20160117
946624,benzoin + eucalyptus oil + menthol (VTM),20150601
947002,benzoin tincture (VTM),20150601
986365,benzoin tincture + eucalyptus oil + menthol (VTM),20160605
788726,benzoin tincture + podophyllum resin (VTM),20140504
643766,benzoyl peroxide (VTM),20131005
654243,benzoyl peroxide + clindamycin (VTM),20131102
645031,benzydamine hydrochloride (VTM),20131005
644167,benzyl alcohol + cetylpyridinium chloride (VTM),20131005
569503,benzyl alcohol + methylprednisolone (VTM),20131005
702891,benzyl benzoate (VTM),20140118
666875,benzylpenicillin (VTM),20131130
579269,benzylpenicillin procaine + benzylpenicillin sodium + streptomycin (VTM),20131005
790387,beractant (VTM),20140504
220643,beraprost sodium (VTM),20130627
930354,bergamot oil + lavender oil + lemon oil + menthol + methyl salicylate + orange oil + pine needle oil + rosemary oil + terpineol + terpinyl acetate (VTM),20150418
1040300,beroctocog alfa (VTM),20181010
652794,besifloxacin (VTM),20131005
962187,betahistine dihydrochloride (VTM),20151102
962474,betahistine mesilate (VTM),20151115
654047,betamethasone (VTM),20131102
491886,betamethasone + calcipotriol (VTM),20130830
487798,betamethasone + clioquinol (VTM),20130830
488285,betamethasone + clioquinol + gentamicin + tolnaftate (VTM),20130830
497598,betamethasone + clotrimazole (VTM),20130830
488394,betamethasone + gentamicin (VTM),20130830
992861,betamethasone + miconazole nitrate (VTM),20160904
488855,betamethasone + neomycin sulfate (VTM),20130830
704121,betamethasone + salicylic acid (VTM),20140118
702149,betamethasone + urea (VTM),20140118
645168,betamethasone dipropionate (VTM),20131005
742875,betamethasone dipropionate + betamethasone sodium phosphate (VTM),20140304
498848,betamethasone dipropionate + clotrimazole (VTM),20130830
1051226,betamethasone dipropionate + clotrimazole + gentamicin (VTM),20190120
813946,betamethasone dipropionate + fusidic acid (VTM),20140616
793992,betamethasone dipropionate + gentamicin (VTM),20140519
645096,betamethasone dipropionate + salicylic acid (VTM),20131005
978074,betamethasone maleate + coal tar (VTM),20160321
978205,betamethasone maleate + coal tar + salicylic acid (VTM),20160321
671715,betamethasone valerate (VTM),20131215
927773,betamethasone valerate + clioquinol (VTM),20150404
1039904,betamethasone valerate + clotrimazole (VTM),20180926
1051578,betamethasone valerate + clotrimazole + neomycin sulfate (VTM),20190120
892675,betamethasone valerate + coal tar (VTM),20150202
771977,betamethasone valerate + crude coal tar (VTM),20140407
797328,betamethasone valerate + fusidic acid (VTM),20140519
987285,betamethasone valerate + hydroquinone + tretinoin (VTM),20160605
758324,betamethasone valerate + neomycin sulfate (VTM),20140407
823411,betamethasone valerate + salicylic acid (VTM),20140721
987263,betamethasone valerate + tretinoin (VTM),20160605
893139,betamethasone valerate + urea (VTM),20150202
1150176,betamethasone varelate + salicylic acid (VTM),20200705
1323204,betamethasone varelate + urea (VTM),20250215
855532,beta-sitosterol (VTM),20141019
1002631,betaxolol (VTM),20170204
354250,betaxolol hydrochloride (VTM),20130805
684214,bethanechol chloride (VTM),20140104
541725,bevacizumab (VTM),20131005
220658,bezafibrate (VTM),20130627
719838,biapenem (VTM),20140118
220662,bicalutamide (VTM),20130627
1159080,bictegravir + emtricitabine + tenofovir alafenamide (VTM),20200904
647028,bifidobacterium biphidum + lactobacillus acidophilus agent (VTM),20131005
1005225,bifonazole (VTM),20170316
954771,bilastine (VTM),20150805
525861,bimatoprost (VTM),20130914
526668,bimatoprost + timolol (VTM),20130914
263376,biotin (VTM),20130805
799342,biotin + calcium + colecalciferol + copper + cyanocobalamin + folic acid + ginseng extract + iron + magnesium + nicotinamide + pyridoxine hydrochloride + riboflavin + selenium + thiamine mononitrate + tocopherol + zinc (VTM),20140519
1131336,biotin + calcium pantothenate + choline bitartrate + cyanocobalamin + folic acid + inositol + nicotinamide + pyridoxine hydrochloride + riboflavin + thiamine (VTM),20191115
903548,biotin + calcium pantothenate + cyanocobalamin + folic acid + nicotinamide + pyridoxine + riboflavin + thiamine (VTM),20150228
259826,bisacodyl (VTM),20130805
279556,bisacodyl + docusate sodium (VTM),20130805
361710,bisacodyl + phenolphthalein (VTM),20130805
929405,bismuth carbonate + compound cardamom tincture + sodium bicarbonate (VTM),20150404
490666,bismuth oxide + bismuth subgallate + zinc oxide (VTM),20130830
832285,bismuth subgallate + bufexamac + lidocaine + titanium dioxide (VTM),20140803
220670,bismuth subsalicylate (VTM),20130627
294158,bisoprolol fumarate (VTM),20130805
361192,bisoprolol fumarate + hydrochlorothiazide (VTM),20130805
1157484,bleomycin hydrochloride (VTM),20200815
220689,bleomycin sulfate (VTM),20200815
1118397,blinatumomab (VTM),20190628
798028,blood group antibody D (VTM),20140519
694181,boceprevir (VTM),20140118
915292,borax (VTM),20150314
798593,borax + calcium carbonate + colecalciferol + copper sulfate anhydrous + magnesium sulfate + manganese sulfate monohydrate + zinc sulfate (VTM),20140519
1000776,borax + citric acid + resorcinol + salicylic acid + talc + zinc oxide (VTM),20161215
1185596,borax + citric acid + sulfur + zinc oxide + zinc sulfate (VTM),20210331
504273,borax + glycerol (VTM),20141012
935238,borax + glycerol + lidocaine + lidocaine hydrochloride (VTM),20150503
979676,borax + glycerol + lidocaine hydrochloride (VTM),20160404
980596,borax + resorcinol + salicylic acid (VTM),20160404
1040022,borax + resorcinol + salicylic acid + talc + triamcinolone acetonide + zinc oxide (VTM),20180926
914941,borax + resorcinol + salicylic acid + zinc oxide (VTM),20150314
1205436,borax + salicylic acid + talc + zinc oxide (VTM),20211029
896582,borax + salicylic acid + zinc oxide (VTM),20150218
932317,borax + sulfur + zinc oxide + zinc sulfate (VTM),20150418
879665,boric acid (VTM),20150105
988526,boric acid + chlorhexidine gluconate (VTM),20160618
848152,boric acid + chlorobutanol + salicylic acid + sodium borate (VTM),20140914
953330,boric acid + ethyl alcohol (VTM),20150716
912337,boric acid + eucalyptus oil + menthol + methyl salicylate + thymol (VTM),20150314
958291,boric acid + glycerol (VTM),20150906
946669,boric acid + phenol + resorcinol (VTM),20150601
530342,boric acid + phenylephrine hydrochloride (VTM),20130914
843397,boric acid + salicylic acid (VTM),20140901
920432,boric acid + sodium bicarbonate + sodium hypochlorite (VTM),20150404
813502,boric acid + sodium borate (VTM),20140616
820498,boric acid + sodium borate + sodium chloride (VTM),20140705
854959,borneol + camphene + cineole + menthol + menthone + pinene alpha + pinene beta (VTM),20141014
338398,boron + calcium + colecalciferol (VTM),20130805
795638,boron + calcium carbonate + colecalciferol + copper + magnesium + manganese + zinc (VTM),20140519
759033,boron + calcium carbonate + copper + magnesium + manganese + vitamin D3 + zinc (VTM),20140407
220691,bortezomib (VTM),20130627
461459,bosentan (VTM),20130805
729689,botulinum antitoxin type A + botulinum antitoxin type B + botulinum antitoxin type E (VTM),20140118
719926,botulinum toxin type A (VTM),20140118
1294328,brachiaria mutica allergen extract (VTM),20240328
1010110,brentuximab vedotin (VTM),20170616
1320508,bretovameran (VTM),20250118
1155642,brexpiprazole (VTM),20200801
1141534,brigatinib (VTM),20200404
895007,brilliant green + ethyl alcohol + gentian violet (VTM),20150202
951966,brilliant green + gentian violet + proflavine hemisulfate (VTM),20150614
1023072,brimonidine tartrate (VTM),20180202
1002263,brimonidine tartrate + brinzolamide (VTM),20170114
1023086,brimonidine tartrate + timolol (VTM),20180202
525651,brinzolamide (VTM),20130914
522789,brinzolamide + timolol (VTM),20130914
1106020,brodalumab (VTM),20190411
1190105,brolucizumab (VTM),20210513
533385,bromazepam (VTM),20130914
813616,bromfenac sodium hydrate (VTM),20140616
251179,bromhexine hydrochloride (VTM),20130805
965747,bromhexine hydrochloride + brompheniramine maleate + guaifenesin + paracetamol + phenylephrine hydrochloride (VTM),20151222
965752,bromhexine hydrochloride + brompheniramine maleate + guaifenesin + phenylephrine hydrochloride (VTM),20151222
251228,bromhexine hydrochloride + brompheniramine maleate + pseudoephedrine hydrochloride (VTM),20130805
748086,bromhexine hydrochloride + dextromethorphan hydrobromide (VTM),20140324
307001,bromhexine hydrochloride + dextromethorphan hydrobromide + guaifenesin (VTM),20130805
614066,bromhexine hydrochloride + diphenhydramine hydrochloride + guaifenesin (VTM),20131005
794618,bromhexine hydrochloride + guaifenesin (VTM),20140519
591195,bromhexine hydrochloride + potassium guaiacolsulfonate (VTM),20131005
906141,bromocriptine (VTM),20150228
955097,brompheniramine maleate (VTM),20150805
265182,brompheniramine maleate + codeine phosphate + pseudoephedrine hydrochloride (VTM),20130805
593506,brompheniramine maleate + dextromethorphan hydrobromide (VTM),20131005
304054,brompheniramine maleate + dextromethorphan hydrobromide + guaifenesin (VTM),20130805
622311,brompheniramine maleate + dextromethorphan hydrobromide + guaifenesin + paracetamol (VTM),20131005
811563,brompheniramine maleate + dextromethorphan hydrobromide + guaifenesin + terpin hydrate (VTM),20140616
228325,brompheniramine maleate + dextromethorphan hydrobromide + paracetamol (VTM),20130805
596129,brompheniramine maleate + dextromethorphan hydrobromide + pseudoephedrine hydrochloride (VTM),20131005
306815,brompheniramine maleate + dextromethorphan hydrobromide + terpin hydrate (VTM),20130805
965768,brompheniramine maleate + guaifenesin + paracetamol + phenylephrine hydrochloride (VTM),20151222
964091,brompheniramine maleate + guaifenesin + phenylephrine hydrochloride (VTM),20151207
970545,brompheniramine maleate + paracetamol (VTM),20160117
965775,brompheniramine maleate + paracetamol + phenylephrine hydrochloride (VTM),20151222
328550,brompheniramine maleate + paracetamol + phenylephrine hydrochloride + salicylamide (VTM),20130805
261141,brompheniramine maleate + paracetamol + pseudoephedrine hydrochloride (VTM),20130805
864984,brompheniramine maleate + phenylephrine hydrochloride (VTM),20141123
965706,brompheniramine maleate + phenylephrine hydrochloride + phenylpropanolamine (VTM),20151222
267161,brompheniramine maleate + pseudoephedrine hydrochloride (VTM),20130805
269710,budesonide (VTM),20130805
779353,budesonide + formoterol fumarate dihydrate (VTM),20140420
1304117,budesonide + formoterol fumarate dihydrate + glycopyrronium (VTM),20240817
519647,bupivacaine hydrochloride (VTM),20130914
858095,bupivacaine hydrochloride + chlorphenamine maleate (VTM),20141019
1242374,bupivacaine hydrochloride + dextrose (VTM),20220915
1135777,bupivacaine hydrochloride + fentanyl (VTM),20200118
1237085,buprenorphine (VTM),20220602
649143,bupropion hydrochloride (VTM),20131005
1245964,burosumab (VTM),20221104
220708,buserelin acetate (VTM),20130627
220712,busulfan (VTM),20130627
718851,butamirate (VTM),20140118
542687,cabazitaxel (VTM),20131005
1293366,cabergoline (VTM),20240313
1197392,cabozantinib (VTM),20210813
825515,cadexomer iodine (VTM),20140721
934864,caffeine (VTM),20150503
292279,caffeine + chlorphenamine maleate + paracetamol (VTM),20130805
255298,caffeine + ergotamine tartrate (VTM),20130805
469932,caffeine + ergotamine tartrate + paracetamol + prochlorperazine (VTM),20130805
278009,caffeine + metamizole + paracetamol (VTM),20130805
932449,cajuput oil + camphor + eucalyptus oil + eugenol + menthol + methyl salicylate (VTM),20150418
872504,cajuput oil + eucalyptus oil + menthol + methyl salicylate + thymol + zinc oxide (VTM),20141214
879105,calamine (VTM),20150105
500540,calamine + camphor + diphenhydramine hydrochloride (VTM),20130830
1042808,calamine + camphor + diphenhydramine hydrochloride + ethyl alcohol (VTM),20181115
500913,calamine + camphor + diphenhydramine hydrochloride + menthol (VTM),20130830
501560,calamine + camphor + diphenhydramine hydrochloride + menthol + zinc oxide (VTM),20130830
490771,calamine + camphor + menthol (VTM),20130830
491575,calamine + camphor + menthol + phenol + zinc oxide (VTM),20130830
494004,calamine + chlorphenamine maleate + zinc oxide (VTM),20130830
748443,calamine + diphenhydramine hydrochloride (VTM),20140324
500966,calamine + diphenhydramine hydrochloride + zinc oxide (VTM),20130830
985101,calamine + menthol + zinc oxide (VTM),20160515
490860,calamine + phenol + zinc oxide (VTM),20130830
490962,calamine + salicylic acid (VTM),20130830
491631,calamine + salicylic acid + zinc oxide (VTM),20130830
946431,calamine + sulfur (VTM),20150601
491030,calamine + zinc oxide (VTM),20130830
851055,calciferol + calcium pantothenate + cyanocobalamin + nicotinamide + pyridoxine + retinol + riboflavin + thiamine (VTM),20141004
491704,calcipotriol (VTM),20130830
220720,calcitonin (VTM),20130627
265406,calcitriol (VTM),20130805
542884,calcium (VTM),20131005
1025264,calcium + chloride + magnesium + potassium + sodium (VTM),20180302
270999,calcium + colecalciferol (VTM),20130805
700588,calcium + colecalciferol + phosphorus (VTM),20140118
399794,calcium + ergocalciferol (VTM),20130805
887293,calcium + folic acid + multivitamins (VTM),20150202
1126198,calcium + folic acid + multivitamins + zinc (VTM),20191004
316535,calcium + magnesium (VTM),20130805
