TMTID(GP),FSN,CHANGEDATE
1181156,mitomycin 100 mcg/1 mL solution for injection (GP),20210312
216931,mitomycin 2 mg powder for solution for injection/infusion (GP),20160128
216965,mitomycin 20 mg powder for solution for injection/infusion (GP),20160128
972444,"mitomycin 20 mg/100 mL ear/eye drops, solution (GP)",20160117
984868,"mitomycin 20 mg/100 mL eye drops, solution (GP)",20160515
983653,mitomycin 20 mg/100 mL solution for injection (GP),20160430
987791,mitomycin 28.6 mg/100 mL solution for injection (GP),20160605
1182082,"mitomycin 40 mg/100 mL eye drops, solution (GP)",20210331
983703,mitomycin 40 mg/100 mL solution for injection (GP),20160430
1145061,mitotane 500 mg tablet (GP),20200517
216977,mitoxantrone 10 mg/5 mL concentrate for solution for infusion (GP),20150805
216996,mitoxantrone 20 mg/10 mL concentrate for solution for infusion (GP),20150805
643254,moclobemide 150 mg film-coated tablet (GP),20131005
730787,modified fluid gelatin solution for infusion (GP),20140202
1231366,"molnupiravir 200 mg capsule, hard (GP)",20220413
645480,mometasone furoate 100 mg/100 g cream (GP),20131005
645548,mometasone furoate 100 mg/100 g cutaneous solution (GP),20131005
722097,mometasone furoate 200 mcg/1 dose inhalation powder (GP),20140118
722148,mometasone furoate 400 mcg/1 dose inhalation powder (GP),20140118
665766,"mometasone furoate 50 mcg/1 dose nasal spray, suspension (GP)",20180402
380352,montelukast 10 mg film-coated tablet (GP),20130805
749389,montelukast 10.4 mg film-coated tablet (GP),20140324
443393,montelukast 4 mg chewable tablet (GP),20130805
653457,montelukast 4 mg granules (GP),20131018
443449,montelukast 5 mg chewable tablet (GP),20130805
1283301,montelukast 5 mg film-coated tablet (GP),20230915
1223315,moroctocog alfa 1000 iu powder and solvent for solution for injection (GP),20220217
1221598,moroctocog alfa 250 iu powder and solvent for solution for injection (GP),20220203
1221682,moroctocog alfa 500 iu powder and solvent for solution for injection (GP),20220203
1269182,morphine sulfate 1 mg/1 mL solution for injection (GP),20230617
535515,morphine sulfate 10 mg prolonged-release tablet (GP),20130914
670894,morphine sulfate 10 mg tablet (GP),20190713
535897,morphine sulfate 10 mg/1 mL solution for injection (GP),20130914
535723,morphine sulfate 10 mg/5 mL oral solution (GP),20130914
353175,"morphine sulfate 100 mg prolonged-release capsule, hard (GP)",20190713
424262,morphine sulfate 100 mg prolonged-release tablet (GP),20211230
353229,"morphine sulfate 20 mg prolonged-release capsule, hard (GP)",20190713
1129367,morphine sulfate 3 mg/3 mL solution for injection (GP),20211230
535562,morphine sulfate 30 mg prolonged-release tablet (GP),20211230
353272,"morphine sulfate 50 mg prolonged-release capsule, hard (GP)",20190713
535618,morphine sulfate 60 mg prolonged-release tablet (GP),20130914
1148489,mosapride citrate 5 mg film-coated tablet (GP),20200614
255377,moxifloxacin 400 mg film-coated tablet (GP),20130805
1029189,moxifloxacin 400 mg/250 mL solution for infusion (GP),20210813
525241,"moxifloxacin 500 mg/100 mL eye drops, solution (GP)",20130914
1255992,moxifloxacin 500 mg/100 mL solution for injection (GP),20230304
739567,mucopolysaccharide polysulfate 100 mg/100 g cream (GP),20140214
833369,mucopolysaccharide polysulfate 200 mg/100 g + salicylic acid 2 g/100 g + suprarenal extract 1.08 g/100 g cream (GP),20140803
833400,mucopolysaccharide polysulfate 200 mg/100 g + salicylic acid 2 g/100 g + suprarenal extract 1.08 g/100 g gel (GP),20140803
646596,mucopolysaccharide polysulfate 300 mg/100 g cream (GP),20131005
739301,mucopolysaccharide polysulfate 300 mg/100 g gel (GP),20140214
739372,mucopolysaccharide polysulfate 445 mg/100 g cream (GP),20140214
739454,mucopolysaccharide polysulfate 445 mg/100 g gel (GP),20140214
701116,"multivitamins + trace elements capsule, soft (GP)",20140118
699396,multivitamins + trace elements coated tablet (GP),20140118
676542,multivitamins + trace elements prolonged-release tablet (GP),20140104
1000366,multivitamins + zinc film-coated tablet (GP),20161215
806713,"multivitamins capsule, hard (GP)",20140602
676437,"multivitamins capsule, soft (GP)",20141004
676746,multivitamins coated tablet (GP),20140104
676808,multivitamins effervescent tablet (GP),20140104
676686,multivitamins film-coated tablet (GP),20160515
676324,"multivitamins oral drops, solution (GP)",20140104
676601,multivitamins powder and solvent for solution for injection/infusion (GP),20140104
676471,multivitamins powder for solution for injection/infusion (GP),20140104
676266,multivitamins powder for syrup (GP),20140104
676189,multivitamins syrup (GP),20140104
513483,mupirocin 2 g/100 g cream (GP),20130830
513449,mupirocin 2 g/100 g ointment (GP),20160704
217008,muromonab-cd3 5 mg/5 mL solution for injection (GP),20150805
217012,"mycophenolate mofetil 250 mg capsule, hard (GP)",20150703
217020,mycophenolate mofetil 500 mg film-coated tablet (GP),20130627
217049,mycophenolate mofetil 500 mg powder for solution for injection (GP),20130627
647950,mycophenolic acid 180 mg gastro-resistant tablet (GP),20131005
648005,mycophenolic acid 360 mg gastro-resistant tablet (GP),20131005
217054,nabumetone 500 mg film-coated tablet (GP),20130627
217065,nadroparin calcium 19000 iu/1 mL solution for injection (GP),20170316
1147364,nadroparin calcium 2850 iu/0.3 mL solution for injection (GP),20200612
1147386,nadroparin calcium 3800 iu/0.4 mL solution for injection (GP),20200612
217077,nadroparin calcium 47500 iu/5 mL solution for injection (GP),20150805
1147408,nadroparin calcium 5700 iu/0.6 mL solution for injection (GP),20200612
945067,nadroparin calcium 9500 iu/1 mL solution for injection (GP),20170316
686055,"naftidrofuryl 100 mg capsule, hard (GP)",20140104
1143521,nalbuphine hydrochloride 10 mg/1 mL solution for injection (GP),20200415
1301568,nalfurafine hydrochloride 2.5 mcg orodispersible tablet (GP),20240629
520996,naloxone 40 mg/100 mL solution for injection (GP),20130914
768200,naloxone hydrochloride 400 mcg/1 mL solution for injection (GP),20140407
1016526,naloxone hydrochloride 5 mg + oxycodone hydrochloride 10 mg prolonged-release tablet (GP),20170929
804558,nandrolone 25 mg/1 mL emulsion for injection (GP),20140602
804602,nandrolone 50 mg/1 mL emulsion for injection (GP),20140602
792456,"naphazoline 100 mg/100 mL eye drops, solution (GP)",20221001
691777,"naphazoline 25 mg/100 mL + pheniramine 300 mg/100 mL eye drops, solution (GP)",20140616
1199645,"naphazoline hydrochloride 100 mg/100 mL nasal spray, solution (GP)",20210813
798945,"naphazoline nitrate 5 mg/100 mL + zinc sulfate 20 mg/100 mL eye drops, solution (GP)",20140519
217096,naproxen 125 mg/5 mL oral suspension (GP),20130627
217106,naproxen 220 mg film-coated tablet (GP),20130627
217110,"naproxen 250 mg capsule, hard (GP)",20150703
1131084,"naproxen 250 mg capsule, soft (GP)",20191115
217123,naproxen 250 mg film-coated tablet (GP),20130627
217134,naproxen 250 mg tablet (GP),20130627
217168,naproxen 500 mg film-coated tablet (GP),20130627
217175,naproxen 550 mg film-coated tablet (GP),20130627
990933,natalizumab 300 mg/15 mL concentrate for solution for infusion (GP),20160713
525315,"natamycin 5 g/100 mL eye drops, suspension (GP)",20130914
1132780,"natural betacarotene 15 mg capsule, soft (GP)",20191127
387308,nebivolol 5 mg tablet (GP),20130805
998446,nefopam hydrochloride 20 mg/2 mL solution for injection (GP),20161203
1296114,negative control of skin-prick tests/1 mL solution for skin-prick test (GP),20240412
1326536,neisseria meningitidis serogroup B adhesin A protein 50 mcg/0.5 mL + neisseria meningitidis serogroup B factor H binding protein fusion protein 50 mcg/0.5 mL + neisseria meningitidis serogroup B heparin binding antigen fusion protein 50 mcg/0.5 mL + neisseria meningitidis serogroup B outer membrane vesicles 25 mcg/0.5 mL suspension for injection (GP),20250313
686126,nelfinavir mesilate 250 mg film-coated tablet (GP),20140104
722195,nelfinavir mesilate 50 mg powder for oral solution (GP),20140118
966503,neomycin 10 g/100 mL oral suspension (GP),20151222
385132,neomycin 350 mg tablet (GP),20130805
885474,neomycin sulfate 1 g cutaneous powder (GP),20150909
516438,neomycin sulfate 100 mg/100 g + prednisolone 300 mg/100 g cream (GP),20130830
516365,neomycin sulfate 100 mg/100 g + prednisolone 350 mg/100 g cream (GP),20130830
516641,neomycin sulfate 250 mg/100 g + prednisolone 350 mg/100 g cream (GP),20130830
516591,neomycin sulfate 350 mg/100 g + prednisolone 500 mg/100 g cream (GP),20130830
885426,neomycin sulfate 500 mg cutaneous powder (GP),20150909
516734,neomycin sulfate 500 mg/100 g + prednisolone 330 mg/100 g cream (GP),20130830
516515,neomycin sulfate 500 mg/100 g + prednisolone 500 mg/100 g cream (GP),20130830
387734,neostigmine bromide 15 mg tablet (GP),20160305
571209,neostigmine methylsulfate 12.5 mg/5 mL solution for injection (GP),20160307
571324,neostigmine methylsulfate 2.5 mg/1 mL solution for injection (GP),20160305
571087,neostigmine methylsulfate 500 mcg/1 mL solution for injection (GP),20160305
525389,"nepafenac 100 mg/100 mL eye drops, suspension (GP)",20130914
571459,netilmicin 100 mg/2 mL solution for injection (GP),20131005
571590,netilmicin 150 mg/1.5 mL solution for injection (GP),20160404
571714,netilmicin 50 mg/2 mL solution for injection (GP),20131005
1043801,"netupitant 300 mg + palonosetron 500 mcg capsule, hard (GP)",20181129
708406,neutral phosphate oral solution oral solution (GP),20140118
800855,nevirapine 10 mg/1 mL oral suspension (GP),20181010
659778,nevirapine 200 mg film-coated tablet (GP),20131102
388936,nevirapine 200 mg tablet (GP),20130805
621835,nevirapine 50 mg/5 mL oral suspension (GP),20131005
217199,nicardipine hydrochloride 10 mg coated tablet (GP),20130627
217181,nicardipine hydrochloride 10 mg/10 mL solution for injection/infusion (GP),20150805
770438,nicardipine hydrochloride 2 mg/2 mL solution for injection/infusion (GP),20210211
217229,nicardipine hydrochloride 20 mg coated tablet (GP),20130627
217217,nicardipine hydrochloride 20 mg film-coated tablet (GP),20130627
217238,nicardipine hydrochloride 20 mg tablet (GP),20130627
1177572,nicardipine hydrochloride 25 mg/25 mL solution for injection/infusion (GP),20210211
217255,"nicardipine hydrochloride 40 mg prolonged-release capsule, hard (GP)",20130627
440078,nicergoline 10 mg coated tablet (GP),20130805
1009907,nicergoline 10 mg film-coated tablet (GP),20170616
281724,nicergoline 30 mg film-coated tablet (GP),20170805
352365,niclosamide 1 g + phenolphthalein 100 mg tablet (GP),20130805
246628,niclosamide 1 g + phenolphthalein 120 mg tablet (GP),20130805
389670,niclosamide 1 g tablet (GP),20130805
452266,niclosamide 500 mg + phenolphthalein 100 mg tablet (GP),20130805
260210,niclosamide 500 mg + phenolphthalein 120 mg tablet (GP),20130805
308372,niclosamide 500 mg + phenolphthalein 25 mg tablet (GP),20130805
303590,niclosamide 500 mg + phenolphthalein 50 mg tablet (GP),20130805
260384,niclosamide 500 mg + phenolphthalein 75 mg tablet (GP),20130805
269280,niclosamide 500 mg chewable tablet (GP),20130805
246126,niclosamide 500 mg tablet (GP),20130805
791034,nicotinamide 100 mg/1 mL + pyridoxine 1 mg/1 mL + riboflavin 500 mcg/1 mL + thiamine 100 mg/1 mL solution for injection (GP),20140504
791081,nicotinamide 15 mg + pyridoxine 1 mg + riboflavin 1 mg + thiamine 1 mg coated tablet (GP),20140504
1220789,nicotinamide 15 mg + riboflavin 1 mg + thiamine hydrochloride 1 mg coated tablet (GP),20211230
993592,nicotinamide 15 mg + riboflavin 1 mg + thiamine hydrochloride 1 mg tablet (GP),20161016
742572,nicotinamide 20 mg + pyridoxine 2 mg + riboflavin 5 mg + thiamine 20 mg coated tablet (GP),20140304
748381,nicotinamide 20 mg + pyridoxine hydrochloride 2 mg + riboflavin 2 mg + thiamine hydrochloride 5 mg coated tablet (GP),20140324
769210,nicotinamide 20 mg + pyridoxine hydrochloride 2 mg + riboflavin 2 mg + thiamine mononitrate 5 mg film-coated tablet (GP),20140407
1145589,nicotinamide 250 mg tablet (GP),20200517
832727,nicotinamide 50 mg/1 mL + pantothenol 5 mg/1 mL + pyridoxine 5 mg/1 mL + riboflavin 5 mg/1 mL + thiamine 100 mg/1 mL solution for injection (GP),20140803
911100,nicotinamide 50 mg/1 mL + pyridoxine 100 mcg/1 mL + riboflavin 1 mg/1 mL + thiamine 100 mg/1 mL solution for injection (GP),20150228
389945,nicotine 1 mg lozenge (GP),20130805
862038,nicotine 1 mg medicated chewing-gum (GP),20160417
1230354,nicotine 10 mg/16 hr transdermal patch (GP),20220330
1283735,"nicotine 13.6 mg/1 mL oromucosal spray, solution (GP)",20230915
659980,nicotine 14 mg/24 hr transdermal patch (GP),20160417
1230440,nicotine 15 mg/16 hr transdermal patch (GP),20220330
390009,nicotine 2 mg lozenge (GP),20130805
648120,nicotine 2 mg medicated chewing-gum (GP),20131005
660034,nicotine 21 mg/24 hr transdermal patch (GP),20160417
1230536,nicotine 25 mg/16 hr transdermal patch (GP),20220330
733893,nicotine 4 mg lozenge (GP),20140202
648165,nicotine 4 mg medicated chewing-gum (GP),20131005
722241,nicotine 7 mg/24 hr transdermal patch (GP),20220413
217264,nicotinic acid 1 g prolonged-release tablet (GP),20130627
217272,nicotinic acid 100 mg tablet (GP),20130627
217286,nicotinic acid 375 mg prolonged-release tablet (GP),20130627
217293,nicotinic acid 50 mg coated tablet (GP),20130627
217303,nicotinic acid 50 mg tablet (GP),20130627
217319,nicotinic acid 500 mg prolonged-release tablet (GP),20130627
217326,nicotinic acid 750 mg prolonged-release tablet (GP),20130627
217342,"nifedipine 10 mg capsule, soft (GP)",20150703
217361,nifedipine 10 mg film-coated tablet (GP),20130627
217374,nifedipine 10 mg prolonged-release tablet (GP),20130627
217388,nifedipine 10 mg tablet (GP),20130627
217390,"nifedipine 20 mg capsule, hard (GP)",20150703
217405,"nifedipine 20 mg prolonged-release capsule, hard (GP)",20130627
217433,nifedipine 20 mg prolonged-release tablet (GP),20130627
217446,nifedipine 20 mg tablet (GP),20130627
217467,nifedipine 30 mg prolonged-release tablet (GP),20130627
217480,"nifedipine 5 mg capsule, soft (GP)",20150703
217507,nifedipine 5 mg film-coated tablet (GP),20130627
217498,nifedipine 5 mg prolonged-release tablet (GP),20141102
217524,nifedipine 60 mg prolonged-release tablet (GP),20130627
364960,"nifuratel 500 mg + nystatin 200000 iu vaginal capsule, hard (GP)",20130805
868104,"nifuratel 500 mg + nystatin 200000 iu vaginal capsule, soft (GP)",20141123
824563,nifuroxazide 218 mg/5 mL oral suspension (GP),20140721
865879,nikethamide 250 mg/1 mL solution for injection/infusion (GP),20141123
867151,"nikethamide 500 mg/1 mL oral drops, solution (GP)",20141123
217530,"nilotinib 150 mg capsule, hard (GP)",20150703
217548,"nilotinib 200 mg capsule, hard (GP)",20150703
1189222,"nilotinib 50 mg capsule, hard (GP)",20210429
217569,nimesulide 100 mg coated tablet (GP),20130627
1202417,nimesulide 100 mg dispersible tablet (GP),20210915
217576,nimesulide 100 mg tablet (GP),20130627
217595,nimesulide 100 mg/2 g oral powder (GP),20141102
808435,nimesulide 2 g/100 g gel (GP),20140602
217609,nimesulide 50 mg tablet (GP),20130627
217613,nimesulide 50 mg/5 mL oral suspension (GP),20130627
217621,nimodipine 10 mg/50 mL solution for infusion (GP),20141118
217632,nimodipine 30 mg film-coated tablet (GP),20130627
217645,nimotuzumab 50 mg/10 mL solution for injection (GP),20141120
996133,"nintedanib 100 mg capsule, soft (GP)",20161106
996180,"nintedanib 150 mg capsule, soft (GP)",20161106
1233119,nirmatrelvir 150 mg film-coated tablet (GP),20220428
1202527,nitisinone 5 mg tablet (GP),20210915
929286,nitrate 500 mg/100 mL solution (GP),20150407
534487,nitrazepam 5 mg tablet (GP),20130914
217650,nitrendipine 10 mg tablet (GP),20130627
217666,nitrendipine 20 mg film-coated tablet (GP),20130627
217678,nitrendipine 20 mg tablet (GP),20130627
516930,nitrofural 200 mg/100 g + prednisolone 250 mg/100 g cream (GP),20130830
